0.03	 A0:23	 A1:188	 A2:64	 T:23.00
1.21	 D0:11	 D1:178	 D2:66	 T:nan
1.25	 C0:14	 C1:61	 C2:16	 T:23.00

1.36	 A0:23	 A1:188	 A2:64	 T:23.00
1.36	 B0:75	 B1:135	 B2:72	 T:23.00
1.29	 D0:11	 D1:178	 D2:65	 T:nan
1.33	 C0:14	 C1:61	 C2:16	 T:23.00

1.44	 A0:23	 A1:188	 A2:64	 T:23.00
1.44	 B0:76	 B1:135	 B2:72	 T:23.00
1.36	 D0:11	 D1:178	 D2:65	 T:nan
1.40	 C0:14	 C1:61	 C2:16	 T:23.00

1.52	 A0:23	 A1:188	 A2:64	 T:23.00
1.52	 B0:75	 B1:135	 B2:72	 T:23.00
1.43	 D0:11	 D1:178	 D2:66	 T:nan
1.48	 C0:14	 C1:61	 C2:16	 T:23.00

1.60	 A0:23	 A1:188	 A2:64	 T:23.00
1.60	 B0:75	 B1:135	 B2:72	 T:23.00
1.51	 D0:11	 D1:178	 D2:66	 T:nan
1.55	 C0:14	 C1:61	 C2:16	 T:23.00

1.67	 A0:23	 A1:188	 A2:64	 T:23.00
1.67	 B0:76	 B1:135	 B2:72	 T:23.00
1.58	 D0:11	 D1:178	 D2:66	 T:nan
1.63	 C0:14	 C1:61	 C2:16	 T:23.00

1.75	 A0:23	 A1:188	 A2:64	 T:23.00
1.75	 B0:75	 B1:135	 B2:72	 T:23.00
1.65	 D0:11	 D1:178	 D2:65	 T:nan
1.70	 C0:14	 C1:61	 C2:16	 T:23.00

1.83	 A0:23	 A1:188	 A2:64	 T:23.00
1.83	 B0:75	 B1:135	 B2:72	 T:23.00
1.72	 D0:11	 D1:178	 D2:65	 T:nan
1.77	 C0:14	 C1:61	 C2:16	 T:23.00

1.90	 A0:23	 A1:188	 A2:64	 T:23.00
1.90	 B0:75	 B1:135	 B2:72	 T:23.00
1.80	 D0:11	 D1:178	 D2:65	 T:nan
1.85	 C0:14	 C1:61	 C2:16	 T:23.00

1.98	 A0:23	 A1:188	 A2:64	 T:23.00
1.98	 B0:75	 B1:135	 B2:72	 T:23.00
1.87	 D0:11	 D1:178	 D2:65	 T:nan
1.92	 C0:14	 C1:60	 C2:16	 T:23.00

2.06	 A0:23	 A1:188	 A2:64	 T:23.00
2.06	 B0:75	 B1:135	 B2:72	 T:23.00
1.94	 D0:11	 D1:178	 D2:66	 T:nan
2.00	 C0:14	 C1:61	 C2:16	 T:23.00

2.13	 A0:22	 A1:188	 A2:64	 T:23.00
2.13	 B0:75	 B1:135	 B2:72	 T:23.00
2.02	 D0:11	 D1:178	 D2:65	 T:nan
2.07	 C0:14	 C1:60	 C2:16	 T:23.00

2.21	 A0:23	 A1:188	 A2:64	 T:23.00
2.21	 B0:75	 B1:135	 B2:72	 T:23.00
2.09	 D0:11	 D1:178	 D2:66	 T:nan
2.15	 C0:14	 C1:60	 C2:16	 T:23.00

2.29	 A0:23	 A1:188	 A2:64	 T:23.00
2.29	 B0:75	 B1:135	 B2:72	 T:23.00
2.16	 D0:11	 D1:178	 D2:66	 T:nan
2.23	 C0:14	 C1:60	 C2:16	 T:23.00

2.36	 A0:23	 A1:188	 A2:64	 T:23.00
2.36	 B0:75	 B1:135	 B2:72	 T:23.00
2.23	 D0:11	 D1:178	 D2:66	 T:nan
2.30	 C0:14	 C1:60	 C2:16	 T:23.00

2.44	 A0:23	 A1:188	 A2:64	 T:23.00
2.44	 B0:75	 B1:135	 B2:72	 T:23.00
2.31	 D0:11	 D1:178	 D2:65	 T:nan
2.37	 C0:14	 C1:61	 C2:16	 T:23.00

2.52	 A0:23	 A1:188	 A2:64	 T:23.00
2.52	 B0:75	 B1:135	 B2:72	 T:23.00
2.38	 D0:11	 D1:178	 D2:66	 T:nan
2.45	 C0:14	 C1:60	 C2:16	 T:23.00

2.59	 A0:23	 A1:188	 A2:64	 T:23.00
2.59	 B0:75	 B1:135	 B2:72	 T:23.00
2.45	 D0:11	 D1:178	 D2:66	 T:nan
2.52	 C0:14	 C1:60	 C2:16	 T:23.00

2.67	 A0:23	 A1:188	 A2:64	 T:23.00
2.67	 B0:75	 B1:135	 B2:72	 T:23.00
2.53	 D0:11	 D1:178	 D2:66	 T:nan
2.60	 C0:14	 C1:60	 C2:16	 T:23.00

2.75	 A0:23	 A1:188	 A2:64	 T:23.00
2.75	 B0:75	 B1:135	 B2:72	 T:23.00
2.60	 D0:11	 D1:179	 D2:66	 T:nan
2.67	 C0:14	 C1:61	 C2:16	 T:23.00

2.83	 A0:23	 A1:188	 A2:64	 T:23.00
2.83	 B0:75	 B1:135	 B2:72	 T:23.00
2.67	 D0:11	 D1:178	 D2:66	 T:nan
2.75	 C0:14	 C1:61	 C2:16	 T:23.00

2.90	 A0:23	 A1:188	 A2:64	 T:23.00
2.90	 B0:75	 B1:135	 B2:72	 T:23.00
2.74	 D0:11	 D1:178	 D2:66	 T:nan
2.82	 C0:14	 C1:61	 C2:16	 T:23.00

2.98	 A0:23	 A1:188	 A2:64	 T:23.00
2.98	 B0:75	 B1:135	 B2:72	 T:23.00
2.82	 D0:11	 D1:178	 D2:66	 T:nan
2.90	 C0:14	 C1:61	 C2:16	 T:23.00

3.06	 A0:23	 A1:188	 A2:64	 T:23.00
3.06	 B0:75	 B1:135	 B2:72	 T:23.00
2.89	 D0:11	 D1:178	 D2:66	 T:nan
2.97	 C0:14	 C1:61	 C2:16	 T:23.00

3.13	 A0:23	 A1:188	 A2:64	 T:23.00
3.13	 B0:75	 B1:135	 B2:72	 T:23.00
2.96	 D0:11	 D1:178	 D2:65	 T:nan
3.05	 C0:14	 C1:60	 C2:16	 T:23.00

3.21	 A0:22	 A1:188	 A2:64	 T:23.00
3.21	 B0:75	 B1:135	 B2:72	 T:23.00
3.03	 D0:11	 D1:178	 D2:66	 T:nan
3.12	 C0:14	 C1:60	 C2:16	 T:23.00

3.29	 A0:23	 A1:188	 A2:64	 T:23.00
3.29	 B0:75	 B1:135	 B2:72	 T:23.00
3.11	 D0:11	 D1:178	 D2:66	 T:nan
3.20	 C0:14	 C1:61	 C2:16	 T:23.00

3.36	 A0:22	 A1:188	 A2:64	 T:23.00
3.36	 B0:75	 B1:135	 B2:72	 T:23.00
3.18	 D0:11	 D1:178	 D2:66	 T:nan
3.27	 C0:14	 C1:60	 C2:16	 T:23.00

3.44	 A0:23	 A1:188	 A2:64	 T:23.00
3.44	 B0:75	 B1:135	 B2:72	 T:23.00
3.25	 D0:11	 D1:178	 D2:66	 T:nan
3.35	 C0:14	 C1:60	 C2:16	 T:23.00

3.52	 A0:22	 A1:188	 A2:64	 T:23.00
3.52	 B0:75	 B1:135	 B2:72	 T:23.00
3.33	 D0:11	 D1:178	 D2:66	 T:nan
3.42	 C0:14	 C1:60	 C2:16	 T:23.00

3.60	 A0:23	 A1:188	 A2:64	 T:23.00
3.60	 B0:75	 B1:135	 B2:72	 T:23.00
3.40	 D0:11	 D1:178	 D2:65	 T:nan
3.50	 C0:14	 C1:61	 C2:16	 T:23.00

3.67	 A0:23	 A1:188	 A2:64	 T:23.00
3.67	 B0:75	 B1:135	 B2:72	 T:23.00
3.47	 D0:11	 D1:179	 D2:66	 T:nan
3.57	 C0:14	 C1:61	 C2:16	 T:23.00

3.75	 A0:22	 A1:188	 A2:64	 T:23.00
3.75	 B0:75	 B1:135	 B2:72	 T:23.00
3.54	 D0:12	 D1:178	 D2:66	 T:nan
3.65	 C0:14	 C1:60	 C2:16	 T:23.00

3.83	 A0:23	 A1:188	 A2:64	 T:23.00
3.83	 B0:75	 B1:135	 B2:72	 T:23.00
3.62	 D0:11	 D1:178	 D2:66	 T:nan
3.72	 C0:14	 C1:61	 C2:16	 T:23.00

3.90	 A0:23	 A1:188	 A2:64	 T:23.00
3.90	 B0:75	 B1:135	 B2:72	 T:23.00
3.69	 D0:11	 D1:178	 D2:66	 T:nan
3.80	 C0:14	 C1:61	 C2:16	 T:23.00

3.98	 A0:22	 A1:188	 A2:64	 T:23.00
3.98	 B0:75	 B1:135	 B2:72	 T:23.00
3.76	 D0:11	 D1:178	 D2:66	 T:nan
3.87	 C0:14	 C1:61	 C2:16	 T:23.00

4.06	 A0:23	 A1:188	 A2:64	 T:23.00
4.06	 B0:75	 B1:135	 B2:72	 T:23.00
3.83	 D0:11	 D1:178	 D2:66	 T:nan
3.95	 C0:14	 C1:60	 C2:16	 T:23.00

4.13	 A0:23	 A1:188	 A2:64	 T:23.00
4.13	 B0:75	 B1:136	 B2:72	 T:23.00
3.91	 D0:11	 D1:178	 D2:66	 T:nan
4.02	 C0:14	 C1:60	 C2:16	 T:23.00

4.21	 A0:23	 A1:188	 A2:64	 T:23.00
4.21	 B0:75	 B1:135	 B2:72	 T:23.00
3.98	 D0:11	 D1:178	 D2:66	 T:nan
4.10	 C0:14	 C1:61	 C2:16	 T:23.00

4.29	 A0:22	 A1:188	 A2:64	 T:23.00
4.29	 B0:75	 B1:136	 B2:72	 T:23.00
4.07	 D0:11	 D1:178	 D2:66	 T:nan
4.17	 C0:14	 C1:60	 C2:16	 T:23.00

4.36	 A0:22	 A1:188	 A2:64	 T:23.00
4.36	 B0:75	 B1:135	 B2:72	 T:23.00
4.13	 D0:11	 D1:178	 D2:66	 T:nan
4.25	 C0:14	 C1:61	 C2:16	 T:23.00

4.44	 A0:23	 A1:188	 A2:64	 T:23.00
4.44	 B0:75	 B1:135	 B2:72	 T:23.00
4.20	 D0:11	 D1:178	 D2:66	 T:nan
4.32	 C0:14	 C1:60	 C2:16	 T:23.00

4.52	 A0:23	 A1:188	 A2:64	 T:23.00
4.52	 B0:75	 B1:135	 B2:72	 T:23.00
4.27	 D0:11	 D1:178	 D2:66	 T:nan
4.40	 C0:14	 C1:61	 C2:16	 T:23.00

4.59	 A0:23	 A1:188	 A2:64	 T:23.00
4.59	 B0:75	 B1:135	 B2:72	 T:23.00
4.34	 D0:11	 D1:178	 D2:66	 T:nan
4.47	 C0:14	 C1:61	 C2:16	 T:23.00

4.67	 A0:23	 A1:188	 A2:64	 T:23.00
4.67	 B0:75	 B1:135	 B2:72	 T:23.00
4.42	 D0:11	 D1:178	 D2:66	 T:nan
4.54	 C0:14	 C1:61	 C2:16	 T:23.00

4.75	 A0:23	 A1:188	 A2:64	 T:23.00
4.75	 B0:75	 B1:135	 B2:72	 T:23.00
4.49	 D0:12	 D1:178	 D2:66	 T:nan
4.62	 C0:14	 C1:61	 C2:16	 T:23.00

4.83	 A0:22	 A1:188	 A2:64	 T:23.00
4.83	 B0:75	 B1:135	 B2:72	 T:23.00
4.56	 D0:11	 D1:178	 D2:65	 T:nan
4.70	 C0:14	 C1:61	 C2:16	 T:23.00

4.90	 A0:22	 A1:188	 A2:64	 T:23.00
4.90	 B0:75	 B1:135	 B2:72	 T:23.00
4.64	 D0:11	 D1:178	 D2:66	 T:nan
4.77	 C0:14	 C1:60	 C2:16	 T:23.00

4.98	 A0:23	 A1:188	 A2:64	 T:23.00
4.98	 B0:75	 B1:135	 B2:72	 T:23.00
4.71	 D0:11	 D1:178	 D2:66	 T:nan
4.84	 C0:14	 C1:60	 C2:16	 T:23.00

5.06	 A0:22	 A1:188	 A2:64	 T:23.00
5.06	 B0:75	 B1:135	 B2:72	 T:23.00
4.78	 D0:11	 D1:178	 D2:66	 T:nan
4.92	 C0:14	 C1:61	 C2:16	 T:23.00

5.13	 A0:23	 A1:188	 A2:64	 T:23.00
5.13	 B0:75	 B1:135	 B2:72	 T:23.00
4.85	 D0:11	 D1:178	 D2:66	 T:nan
4.99	 C0:14	 C1:61	 C2:16	 T:23.00

5.21	 A0:23	 A1:188	 A2:64	 T:23.00
5.21	 B0:75	 B1:135	 B2:72	 T:23.00
4.93	 D0:11	 D1:178	 D2:66	 T:nan
5.07	 C0:14	 C1:61	 C2:16	 T:23.00

5.29	 A0:23	 A1:188	 A2:64	 T:23.00
5.29	 B0:75	 B1:135	 B2:72	 T:23.00
5.00	 D0:11	 D1:178	 D2:66	 T:nan
5.14	 C0:14	 C1:60	 C2:16	 T:23.00

5.36	 A0:22	 A1:188	 A2:64	 T:23.00
5.36	 B0:75	 B1:135	 B2:72	 T:23.00
5.07	 D0:11	 D1:178	 D2:66	 T:nan
5.22	 C0:14	 C1:61	 C2:16	 T:23.00

5.44	 A0:23	 A1:188	 A2:64	 T:23.00
5.44	 B0:75	 B1:135	 B2:72	 T:23.00
5.15	 D0:11	 D1:178	 D2:66	 T:nan
5.29	 C0:14	 C1:61	 C2:16	 T:23.00

5.52	 A0:22	 A1:188	 A2:64	 T:23.00
5.52	 B0:75	 B1:135	 B2:72	 T:23.00
5.22	 D0:11	 D1:178	 D2:66	 T:nan
5.37	 C0:14	 C1:60	 C2:16	 T:23.00

5.59	 A0:22	 A1:188	 A2:64	 T:23.00
5.59	 B0:75	 B1:135	 B2:72	 T:23.00
5.29	 D0:11	 D1:178	 D2:66	 T:nan
5.44	 C0:14	 C1:61	 C2:16	 T:23.00

5.67	 A0:22	 A1:188	 A2:64	 T:23.00
5.67	 B0:75	 B1:135	 B2:72	 T:23.00
5.36	 D0:11	 D1:178	 D2:66	 T:nan
5.52	 C0:14	 C1:60	 C2:16	 T:23.00

5.75	 A0:23	 A1:188	 A2:64	 T:23.00
5.75	 B0:75	 B1:135	 B2:72	 T:23.00
5.44	 D0:11	 D1:178	 D2:66	 T:nan
5.59	 C0:14	 C1:60	 C2:16	 T:23.00

5.83	 A0:23	 A1:188	 A2:64	 T:23.00
5.83	 B0:75	 B1:135	 B2:72	 T:23.00
5.51	 D0:11	 D1:178	 D2:66	 T:nan
5.67	 C0:14	 C1:61	 C2:16	 T:23.00

5.90	 A0:22	 A1:188	 A2:64	 T:23.00
5.90	 B0:75	 B1:135	 B2:72	 T:23.00
5.58	 D0:11	 D1:178	 D2:66	 T:nan
5.74	 C0:14	 C1:61	 C2:16	 T:23.00

5.98	 A0:22	 A1:188	 A2:64	 T:23.00
5.98	 B0:75	 B1:135	 B2:72	 T:23.00
5.66	 D0:11	 D1:178	 D2:66	 T:nan
5.82	 C0:14	 C1:61	 C2:16	 T:23.00

6.05	 A0:23	 A1:188	 A2:64	 T:23.00
6.05	 B0:75	 B1:135	 B2:72	 T:23.00
5.73	 D0:11	 D1:179	 D2:66	 T:nan
5.89	 C0:14	 C1:61	 C2:16	 T:23.00

6.13	 A0:22	 A1:188	 A2:64	 T:23.00
6.13	 B0:75	 B1:135	 B2:72	 T:23.00
5.80	 D0:11	 D1:179	 D2:66	 T:nan
5.97	 C0:14	 C1:61	 C2:16	 T:23.00

6.21	 A0:22	 A1:188	 A2:64	 T:23.00
6.21	 B0:75	 B1:135	 B2:72	 T:23.00
5.87	 D0:11	 D1:178	 D2:66	 T:nan
6.04	 C0:14	 C1:61	 C2:16	 T:23.00

6.29	 A0:23	 A1:188	 A2:64	 T:23.00
6.29	 B0:75	 B1:135	 B2:72	 T:23.00
5.95	 D0:11	 D1:178	 D2:66	 T:nan
6.12	 C0:14	 C1:60	 C2:16	 T:23.00

6.36	 A0:22	 A1:188	 A2:64	 T:23.00
6.36	 B0:75	 B1:135	 B2:72	 T:23.00
6.02	 D0:11	 D1:178	 D2:66	 T:nan
6.19	 C0:14	 C1:61	 C2:16	 T:23.00

6.44	 A0:23	 A1:188	 A2:64	 T:23.00
6.44	 B0:75	 B1:135	 B2:72	 T:23.00
6.09	 D0:11	 D1:178	 D2:66	 T:nan
6.26	 C0:14	 C1:60	 C2:16	 T:23.00

6.52	 A0:23	 A1:188	 A2:64	 T:23.00
6.52	 B0:75	 B1:135	 B2:72	 T:23.00
6.16	 D0:11	 D1:178	 D2:66	 T:nan
6.34	 C0:14	 C1:60	 C2:16	 T:23.00

6.59	 A0:22	 A1:188	 A2:64	 T:23.00
6.59	 B0:75	 B1:135	 B2:72	 T:23.00
6.24	 D0:11	 D1:178	 D2:66	 T:nan
6.42	 C0:14	 C1:60	 C2:16	 T:23.00

6.67	 A0:23	 A1:188	 A2:64	 T:23.00
6.67	 B0:75	 B1:135	 B2:72	 T:23.00
6.31	 D0:11	 D1:178	 D2:66	 T:nan
6.49	 C0:14	 C1:61	 C2:16	 T:23.00

6.75	 A0:23	 A1:188	 A2:64	 T:23.00
6.75	 B0:75	 B1:135	 B2:72	 T:23.00
6.38	 D0:11	 D1:178	 D2:66	 T:nan
6.57	 C0:14	 C1:60	 C2:16	 T:23.00

6.82	 A0:22	 A1:188	 A2:64	 T:23.00
6.82	 B0:75	 B1:135	 B2:72	 T:23.00
6.45	 D0:11	 D1:178	 D2:66	 T:nan
6.64	 C0:14	 C1:61	 C2:16	 T:23.00

6.90	 A0:22	 A1:188	 A2:64	 T:23.00
6.90	 B0:76	 B1:135	 B2:72	 T:23.00
6.53	 D0:11	 D1:178	 D2:65	 T:nan
6.72	 C0:14	 C1:60	 C2:16	 T:23.00

6.98	 A0:22	 A1:188	 A2:64	 T:23.00
6.98	 B0:75	 B1:135	 B2:72	 T:23.00
6.60	 D0:11	 D1:178	 D2:66	 T:nan
6.79	 C0:14	 C1:61	 C2:16	 T:23.00

7.06	 A0:22	 A1:188	 A2:64	 T:23.00
7.06	 B0:75	 B1:135	 B2:72	 T:23.00
6.67	 D0:11	 D1:178	 D2:66	 T:nan
6.86	 C0:14	 C1:61	 C2:16	 T:23.00

7.13	 A0:23	 A1:188	 A2:64	 T:23.00
7.13	 B0:75	 B1:135	 B2:72	 T:23.00
6.75	 D0:11	 D1:178	 D2:66	 T:nan
6.94	 C0:14	 C1:61	 C2:16	 T:23.00

7.21	 A0:23	 A1:188	 A2:64	 T:23.00
7.21	 B0:75	 B1:135	 B2:72	 T:23.00
6.82	 D0:11	 D1:178	 D2:66	 T:nan
7.01	 C0:14	 C1:60	 C2:16	 T:23.00

7.29	 A0:23	 A1:188	 A2:64	 T:23.00
7.29	 B0:75	 B1:135	 B2:72	 T:23.00
6.89	 D0:11	 D1:178	 D2:66	 T:nan
7.09	 C0:14	 C1:61	 C2:16	 T:23.00

7.36	 A0:22	 A1:188	 A2:64	 T:23.00
7.36	 B0:75	 B1:135	 B2:72	 T:23.00
6.96	 D0:11	 D1:178	 D2:66	 T:nan
7.16	 C0:14	 C1:60	 C2:16	 T:23.00

7.44	 A0:22	 A1:188	 A2:64	 T:23.00
7.44	 B0:75	 B1:135	 B2:72	 T:23.00
7.04	 D0:11	 D1:179	 D2:66	 T:nan
7.24	 C0:14	 C1:60	 C2:16	 T:23.00

7.52	 A0:22	 A1:188	 A2:64	 T:23.00
7.52	 B0:75	 B1:135	 B2:72	 T:23.00
7.11	 D0:11	 D1:178	 D2:66	 T:nan
7.31	 C0:14	 C1:60	 C2:16	 T:23.00

7.59	 A0:23	 A1:188	 A2:64	 T:23.00
7.59	 B0:75	 B1:135	 B2:72	 T:23.00
7.18	 D0:11	 D1:179	 D2:66	 T:nan
7.39	 C0:14	 C1:60	 C2:16	 T:23.00

7.67	 A0:22	 A1:188	 A2:64	 T:23.00
7.67	 B0:75	 B1:135	 B2:72	 T:23.00
7.26	 D0:11	 D1:178	 D2:65	 T:nan
7.46	 C0:14	 C1:61	 C2:16	 T:23.00

7.75	 A0:22	 A1:188	 A2:64	 T:23.00
7.75	 B0:75	 B1:135	 B2:72	 T:23.00
7.33	 D0:11	 D1:178	 D2:66	 T:nan
7.54	 C0:14	 C1:61	 C2:16	 T:23.00

7.83	 A0:22	 A1:188	 A2:64	 T:23.00
7.83	 B0:75	 B1:135	 B2:72	 T:23.00
7.40	 D0:11	 D1:178	 D2:66	 T:nan
7.61	 C0:14	 C1:61	 C2:16	 T:23.00

7.90	 A0:22	 A1:188	 A2:64	 T:23.00
7.90	 B0:75	 B1:135	 B2:72	 T:23.00
7.47	 D0:12	 D1:178	 D2:66	 T:nan
7.69	 C0:14	 C1:61	 C2:16	 T:23.00

7.98	 A0:22	 A1:188	 A2:64	 T:23.00
7.98	 B0:75	 B1:135	 B2:72	 T:23.00
7.55	 D0:11	 D1:179	 D2:66	 T:nan
7.76	 C0:14	 C1:61	 C2:16	 T:23.00

8.06	 A0:22	 A1:188	 A2:64	 T:23.00
8.06	 B0:75	 B1:136	 B2:72	 T:23.00
7.62	 D0:11	 D1:178	 D2:66	 T:nan
7.84	 C0:14	 C1:61	 C2:16	 T:23.00

8.13	 A0:22	 A1:188	 A2:64	 T:23.00
8.13	 B0:75	 B1:135	 B2:72	 T:23.00
7.69	 D0:11	 D1:178	 D2:66	 T:nan
7.91	 C0:14	 C1:60	 C2:16	 T:23.00

8.21	 A0:22	 A1:188	 A2:64	 T:23.00
8.21	 B0:75	 B1:135	 B2:72	 T:23.00
7.76	 D0:11	 D1:178	 D2:66	 T:nan
7.99	 C0:14	 C1:60	 C2:16	 T:23.00

8.29	 A0:22	 A1:188	 A2:64	 T:23.00
8.29	 B0:75	 B1:136	 B2:72	 T:23.00
7.84	 D0:11	 D1:178	 D2:66	 T:nan
8.06	 C0:14	 C1:61	 C2:16	 T:23.00

8.36	 A0:23	 A1:188	 A2:64	 T:23.00
8.36	 B0:75	 B1:135	 B2:72	 T:23.00
7.91	 D0:11	 D1:178	 D2:66	 T:nan
8.14	 C0:14	 C1:61	 C2:16	 T:23.00

8.44	 A0:22	 A1:188	 A2:64	 T:23.00
8.44	 B0:75	 B1:135	 B2:72	 T:23.00
7.98	 D0:11	 D1:178	 D2:66	 T:nan
8.21	 C0:14	 C1:60	 C2:16	 T:23.00

8.52	 A0:22	 A1:188	 A2:64	 T:23.00
8.52	 B0:75	 B1:136	 B2:72	 T:23.00
8.07	 D0:11	 D1:178	 D2:66	 T:nan
8.29	 C0:14	 C1:60	 C2:16	 T:23.00

8.59	 A0:22	 A1:188	 A2:64	 T:23.00
8.60	 B0:75	 B1:135	 B2:72	 T:23.00
8.13	 D0:11	 D1:178	 D2:66	 T:nan
8.36	 C0:14	 C1:60	 C2:16	 T:23.00

8.67	 A0:22	 A1:188	 A2:64	 T:23.00
8.67	 B0:75	 B1:135	 B2:72	 T:23.00
8.20	 D0:11	 D1:178	 D2:66	 T:nan
8.44	 C0:14	 C1:60	 C2:16	 T:23.00

8.75	 A0:23	 A1:188	 A2:64	 T:23.00
8.75	 B0:75	 B1:135	 B2:72	 T:23.00
8.27	 D0:12	 D1:178	 D2:66	 T:nan
8.51	 C0:14	 C1:60	 C2:16	 T:23.00

8.82	 A0:22	 A1:188	 A2:64	 T:23.00
8.83	 B0:75	 B1:135	 B2:72	 T:23.00
8.35	 D0:11	 D1:178	 D2:66	 T:nan
8.59	 C0:14	 C1:60	 C2:16	 T:23.00

8.90	 A0:22	 A1:188	 A2:64	 T:23.00
8.90	 B0:75	 B1:135	 B2:72	 T:23.00
8.42	 D0:11	 D1:179	 D2:66	 T:nan
8.66	 C0:14	 C1:60	 C2:16	 T:23.00

8.98	 A0:22	 A1:188	 A2:64	 T:23.00
8.98	 B0:75	 B1:135	 B2:72	 T:23.00
8.49	 D0:11	 D1:178	 D2:66	 T:nan
8.74	 C0:14	 C1:60	 C2:16	 T:23.00

9.06	 A0:22	 A1:188	 A2:64	 T:23.00
9.06	 B0:75	 B1:135	 B2:72	 T:23.00
8.56	 D0:11	 D1:178	 D2:66	 T:nan
8.81	 C0:14	 C1:60	 C2:16	 T:23.00

9.13	 A0:22	 A1:188	 A2:64	 T:23.00
9.14	 B0:75	 B1:135	 B2:72	 T:23.00
8.64	 D0:11	 D1:178	 D2:66	 T:nan
8.89	 C0:14	 C1:61	 C2:16	 T:23.00

9.21	 A0:22	 A1:188	 A2:64	 T:23.00
